GroupName;Space;Role
FIT4_W_L1_VACCINES;MARCY L'ETOILE_FFIP;Participant
FIT4_W_L1_VACCINES;Toronto_B89;Participant
FIT4_W_L1_VACCINES;MARCY L'ETOILE_ANTIGENS;Participant
FIT4_W_L1_VACCINES;Swiftwater_B56;Participant
FIT4_W_L1_VACCINES;Shanta_FFIP_Site;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_V16;Participant
FIT4_W_L1_VACCINES;MARCY L'ETOILE_SITE;Participant
FIT4_W_L1_VACCINES;CUATITLAN;Participant
FIT4_W_L1_VACCINES;Val de Reuil_B3-B16;Participant
FIT4_W_L1_VACCINES;CARTERET;Participant
FIT4_W_L1_VACCINES;Ocoyoacac_Drug Substance;Participant
FIT4_W_L1_VACCINES;Cuatitlan_Transversal activities;Participant
FIT4_W_L1_VACCINES;SWIFTWATER_QC;Participant
FIT4_W_L1_VACCINES;Swiftwater_Formulation;Participant
FIT4_W_L1_VACCINES;Toronto_Labs;Participant
FIT4_W_L1_VACCINES;Swiftwater_B46;Participant
FIT4_W_L1_VACCINES;Shanta_Formulation;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_V15;Participant
FIT4_W_L1_VACCINES;Val de Reuil_Labs;Participant
FIT4_W_L1_VACCINES;Ocoyoacac_Transversal activities;Participant
FIT4_W_L1_VACCINES;Carteret_Transversal activities;Participant
FIT4_W_L1_VACCINES;VAL_DE_REUIL_QC;Participant
FIT4_W_L1_VACCINES;VAL_DE_REUIL_FFIP;Participant
FIT4_W_L1_VACCINES;Toronto_Transversal activities;Participant
FIT4_W_L1_VACCINES;Val de Reuil_QC_Site;Participant
FIT4_W_L1_VACCINES;VAL_DE_REUIL_ANTIGENS;Participant
FIT4_W_L1_VACCINES;Swiftwater_FFIP_Site;Participant
FIT4_W_L1_VACCINES;Shantha_Filling D1;Participant
FIT4_W_L1_VACCINES;Shanta_Filling;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_V14;Participant
FIT4_W_L1_VACCINES;VAL_DE_REUIL_SITE;Participant
FIT4_W_L1_VACCINES;Swiftwater_Labs;Participant
FIT4_W_L1_VACCINES;Val de Reuil_Transversal activities;Participant
FIT4_W_L1_VACCINES;Val de Reuil_AXIM;Participant
FIT4_W_L1_VACCINES;Neuville sur Saône_A100;Participant
FIT4_W_L1_VACCINES;TORONTO_QC;Participant
FIT4_W_L1_VACCINES;TORONTO_FFIP;Participant
FIT4_W_L1_VACCINES;Val de Reuil_Packaging;Participant
FIT4_W_L1_VACCINES;Shanta_Suite B;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_V12;Participant
FIT4_W_L1_VACCINES;TORONTO_ANTIGENS;Participant
FIT4_W_L1_VACCINES;Swiftwater_Transversal activities;Participant
FIT4_W_L1_VACCINES;Toronto_QC_Site;Participant
FIT4_W_L1_VACCINES;Neuville sur Saône_Transversal activities;Participant
FIT4_W_L1_VACCINES;SWIFTWATER_QC_Site;Participant
FIT4_W_L1_VACCINES;Val de Reuil_B44;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_V11;Participant
FIT4_W_L1_VACCINES;Shanta_Suite A;Participant
FIT4_W_L1_VACCINES;Shenzen_FFIP_Site;Participant
FIT4_W_L1_VACCINES;Swiftwater_B77 Lyo Vials;Participant
FIT4_W_L1_VACCINES;Toronto_B92 Formulation;Participant
FIT4_W_L1_VACCINES;SWIFTWATER_SITE;Participant
FIT4_W_L1_VACCINES;Marcy l'Etoile_QC_Site;Participant
FIT4_W_L1_VACCINES;Swiftwater_MF59;Participant
Waltloo;Waltloo;Participant
Villa Rica;Villa Rica;Participant
Hangzhou;Hangzhou;Participant
Goa;Goa;Participant
Campinas;Campinas;Participant
Cali;Cali;Participant
Cairo;Cairo;Participant
Ankleshwar Pharma;Ankleshwar Pharma;Participant
Tours;Tours;Participant
Sidi Abdallah;Sidi Abdallah;Participant
Scoppito;Scoppito;Participant
Riells;Riells;Participant
Luleburgaz;Luleburgaz;Participant
Kawagoe;Kawagoe;Participant
Amilly;Amilly;Participant
Ambares;Ambares;Participant
Vertolaye;Vertolaye;Participant
Ujpest;Ujpest;Participant
Sisteron Mourenx;Sisteron Mourenx;Participant
Ploermel;Ploermel;Participant
Jurong;Jurong;Participant
Haverhill;Haverhill;Participant
Frankfurt Chemistry;Frankfurt Chemistry;Participant
Elboeuf;Elbeuf;Participant
Brindisi;Brindisi;Participant
Aramon;Aramon;Participant
Ankleshwar Chemistry;Ankleshwar Chemistry;Participant
Suzano;Suzano;Participant
Ocoyoacac;Ocoyoacac;Participant
Virginia;Virginia;Participant
LATAM;Ocoyoacac;Participant
LATAM;Suzano;Participant
LATAM;LATAM;Participant
INTERNATIONAL;Virginia;Participant
INTERNATIONAL;INTERNATIONAL;Participant
Veres;Veres;Participant
Rzeszow;Rzeszow;Participant
Origgio;Origgio;Participant
Lisieux;Lisieux;Participant
Köln;Köln;Participant
Compiegne;Compiegne;Participant
EUROPE;Veres;Participant
EUROPE;EUROPE;Participant
EUROPE;Origgio;Participant
EUROPE;Rzeszow;Participant
EUROPE;Köln;Participant
EUROPE;Compiegne;Participant
EUROPE;Lisieux;Participant
D) CHC;Lisieux;Participant
D) CHC;Origgio;Participant
D) CHC;EUROPE;Participant
D) CHC;LATAM;Participant
D) CHC;Virginia;Participant
D) CHC;Ocoyoacac;Participant
D) CHC;Compiegne;Participant
D) CHC;Veres;Participant
D) CHC;Rzeszow;Participant
D) CHC;D) CHC;Participant
D) CHC;INTERNATIONAL;Participant
D) CHC;Suzano;Participant
D) CHC;Köln;Participant
Ridgefield;Ridgefield;Participant
Maisons Alfort;Maisons Alfort;Participant
Le Trait;Le Trait;Participant
Csanyik;Csanyik;Participant
Anagni;Anagni;Participant
Frankfurt B&O;Frankfurt B&O;Participant
Frankfurt Insulin;Frankfurt Insulin;Participant
Frankfurt Fri2serv;Frankfurt Fri2serv;Participant
Waterford;Waterford;Participant
Frankfurt Devices;Frankfurt Devices (SFD);Participant
Vitry;Vitry;Participant
Northborough;Northborough;Participant
Lyon;Lyon;Participant
Geel;Geel;Participant
Framingham;Framingham;Participant
Fram. Biosurgery;Framingham Biosurgery;Participant
Allston;Allston;Participant
Frankfurt Bio;Frankfurt Bio (DBO);Participant
0. Global Core Team;Strengthen our Knowledge Management;Participant
0. Global Core Team;Marcy l'Etoile_V14;Participant
0. Global Core Team;Val de Reuil_Labs;Participant
0. Global Core Team;Shanta_Filling;Participant
0. Global Core Team;LATAM;Participant
0. Global Core Team;NEUVILLE SUR SAONE;Participant
0. Global Core Team;Brindisi;Participant
0. Global Core Team;Cali;Participant
0. Global Core Team;SWIFTWATER_SITE;Participant
0. Global Core Team;RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Participant
0. Global Core Team;Frankfurt Devices (SFD);Participant
0. Global Core Team;Shenzen_FFIP_Site;Participant
0. Global Core Team;Neuville sur Saône_Transversal activities;Participant
0. Global Core Team;Val de Reuil_Packaging;Participant
0. Global Core Team;EUROPE;Participant
0. Global Core Team;MARCY L'ETOILE_FFIP;Participant
0. Global Core Team;Haverhill;Participant
0. Global Core Team;Marcy l'Etoile_V10;Participant
0. Global Core Team;Goa;Participant
0. Global Core Team;Swiftwater_B57 Filling;Participant
0. Global Core Team;Toronto_B92 Formulation;Participant
0. Global Core Team;REGION 2;Participant
0. Global Core Team;Swiftwater_B79 Flu;Participant
0. Global Core Team;Shanta_Suite H;Participant
0. Global Core Team;CLUSTER SAIS +;Participant
0. Global Core Team;Shenzen_Drug Substance;Participant
0. Global Core Team;VAL_DE_REUIL_QC;Participant
0. Global Core Team;MARCY L'ETOILE_SITE;Participant
0. Global Core Team;Jurong;Participant
0. Global Core Team;Marcy l'Etoile_ABisSud;Participant
0. Global Core Team;Ocoyoacac;Participant
0. Global Core Team;Val de Reuil_8B;Participant
0. Global Core Team;Hangzhou;Participant
0. Global Core Team;F) GLOBAL EXTERNAL MANUFACTURING;Participant
0. Global Core Team;Val de Reuil_FFIP_Site;Participant
0. Global Core Team;Expand & allocate the pool of CL;Participant
0. Global Core Team;Cuatitlan_FF&P;Participant
0. Global Core Team;Ridgefield;Participant
0. Global Core Team;Toronto_B90;Participant
0. Global Core Team;Swiftwater_B56;Participant
0. Global Core Team;Pilar_Transversal activities;Participant
0. Global Core Team;VAL_DE_REUIL_ANTIGENS;Participant
0. Global Core Team;CARTERET;Participant
0. Global Core Team;Aramon;Participant
0. Global Core Team;INSULIN MANUFACTURING;Participant
0. Global Core Team;Scoppito;Participant
0. Global Core Team;Virginia;Participant
0. Global Core Team;Marcy l'Etoile_Labs;Participant
0. Global Core Team;SHENZEN_ANTIGENS;Participant
0. Global Core Team;Vitry;Participant
0. Global Core Team;R&D Labs;Participant
0. Global Core Team;Marcy l'Etoile_V15;Participant
0. Global Core Team;SWIFTWATER_ANTIGENS;Participant
0. Global Core Team;Val de Reuil_B3-B16;Participant
0. Global Core Team;Maisons Alfort;Participant
0. Global Core Team;A) GENERAL MEDICINE IA GBU;Participant
0. Global Core Team;Shanta_Formulation;Participant
0. Global Core Team;Ujpest;Participant
0. Global Core Team;Amilly;Participant
0. Global Core Team;Origgio;Participant
0. Global Core Team;SHANTA_FFIP;Participant
0. Global Core Team;Lyon;Participant
0. Global Core Team;SWIFTWATER_QC;Participant
0. Global Core Team;Val de Reuil_Antigens_Site;Participant
0. Global Core Team;Toronto_Transversal activities;Participant
0. Global Core Team;Neuville sur Saône_A100;Participant
0. Global Core Team;TORONTO_QC;Participant
0. Global Core Team;Swiftwater_Transversal activities;Participant
0. Global Core Team;Val de Reuil_QC_Site;Participant
0. Global Core Team;Marcy l'Etoile_FFIP_Site;Participant
0. Global Core Team;Le Trait;Participant
0. Global Core Team;DUPIXENT;Participant
0. Global Core Team;ini_Fit4_VIA-PP;Participant
0. Global Core Team;Elbeuf;Participant
0. Global Core Team;Lisieux;Participant
0. Global Core Team;Marcy l'Etoile_V11;Participant
0. Global Core Team;Swiftwater_B77 Lyo Vials;Participant
0. Global Core Team;Toronto_QC_Site;Participant
0. Global Core Team;SHANTA_SITE;Participant
0. Global Core Team;Northborough;Participant
0. Global Core Team;Riells;Participant
0. Global Core Team;Frankfurt Bio (DBO);Participant
0. Global Core Team;Swiftwater_MF59;Participant
0. Global Core Team;G) iCMC - PDP;Participant
0. Global Core Team;Waltloo;Participant
0. Global Core Team;TORONTO_ANTIGENS;Participant
0. Global Core Team;Shantha_Filling D1;Participant
0. Global Core Team;Shanta_Suite A;Participant
0. Global Core Team;Shantha_Suite C;Participant
0. Global Core Team;Frankfurt B&O;Participant
0. Global Core Team;Track & report the Fit4 Program Performance;Participant
0. Global Core Team;Shenzen_Filling;Participant
0. Global Core Team;Marcy l'Etoile_P-Conditionnement;Participant
0. Global Core Team;Köln;Participant
0. Global Core Team;Val de Reuil_B33;Participant
0. Global Core Team;VAC_OCOYOACAC;Participant
0. Global Core Team;Framingham Biosurgery;Participant
0. Global Core Team;Sidi Abdallah;Participant
0. Global Core Team;Shantha_Suite E;Participant
0. Global Core Team;Villa Rica;Participant
0. Global Core Team;Marcy l'Etoile_Transversal activities;Participant
0. Global Core Team;Waterford;Participant
0. Global Core Team;Val de Reuil_Flu;Participant
0. Global Core Team;Toronto_B100;Participant
0. Global Core Team;Swiftwater_B59 Flu;Participant
0. Global Core Team;Val de Reuil_AXIM;Participant
0. Global Core Team;Pilar_HepatiteB;Participant
0. Global Core Team;Manage Risks for the Fit4 program;Participant
0. Global Core Team;0. Global Team FIT4;Participant
0. Global Core Team;INTERNATIONAL;Participant
0. Global Core Team;Communicate on Fit4;Participant
0. Global Core Team;MARCY L'ETOILE_QC;Participant
0. Global Core Team;Ankleshwar Chemistry;Participant
0. Global Core Team;Campinas;Participant
0. Global Core Team;EUROPE, J PAC & CHINA;Participant
0. Global Core Team;Marcy l'Etoile_V16;Participant
0. Global Core Team;Val de Reuil_B14-B18;Participant
0. Global Core Team;Toronto_FFIP_Site;Participant
0. Global Core Team;B) SAIS +;Participant
0. Global Core Team;Shanta_FFIP_Site;Participant
0. Global Core Team;Carteret_Transversal activities;Participant
0. Global Core Team;D) CHC;Participant
0. Global Core Team;MARCY L'ETOILE_ANTIGENS;Participant
0. Global Core Team;Frankfurt Chemistry;Participant
0. Global Core Team;Toronto_Labs;Participant
0. Global Core Team;Shantha_Filling F;Participant
0. Global Core Team;Ankleshwar Pharma;Participant
0. Global Core Team;Ocoyoacac_Transversal activities;Participant
0. Global Core Team;Swiftwater_Formulation;Participant
0. Global Core Team;Swiftwater_Labs;Participant
0. Global Core Team;REGION 1;Participant
0. Global Core Team;Montpellier;Participant
0. Global Core Team;Expand & Manage our Pool of Global Transfo Leaders;Participant
0. Global Core Team;INTERNATIONAL DIRECT COUNTRIES;Participant
0. Global Core Team;Marcy l'Etoile_V12;Participant
0. Global Core Team;Val de Reuil_Transversal activities;Participant
0. Global Core Team;VAL_DE_REUIL_FFIP;Participant
0. Global Core Team;CUATITLAN;Participant
0. Global Core Team;Sisteron Mourenx;Participant
0. Global Core Team;Suzano;Participant
0. Global Core Team;SWIFTWATER_QC_Site;Participant
0. Global Core Team;Shanta_Suite B;Participant
0. Global Core Team;SHENZEN_FFIP;Participant
0. Global Core Team;Kawagoe;Participant
0. Global Core Team;C) SPECIALTY CARE IA GBU;Participant
0. Global Core Team;Shenzen_Packaging;Participant
0. Global Core Team;Marcy l'Etoile_QC_Site;Participant
0. Global Core Team;Anagni;Participant
0. Global Core Team;Toronto_Antigens_Site;Participant
0. Global Core Team;Val de Reuil_B44;Participant
0. Global Core Team;VAL_DE_REUIL_SITE;Participant
0. Global Core Team;Ploermel;Participant
0. Global Core Team;INTERNATIONAL OTHER COUNTRIES;Participant
0. Global Core Team;Tours;Participant
0. Global Core Team;Rzeszow;Participant
0. Global Core Team;Geel;Participant
0. Global Core Team;SHENZEN_SITE;Participant
0. Global Core Team;TORONTO_SITE;Participant
0. Global Core Team;Swiftwater_B37 Packaging;Participant
0. Global Core Team;Marcy l'Etoile_T5;Participant
0. Global Core Team;Toronto_B83;Participant
0. Global Core Team;Swiftwater_FFIP_Site;Participant
0. Global Core Team;Swiftwater_B78;Participant
0. Global Core Team;Shanta_Transversal activities;Participant
0. Global Core Team;Csanyik;Participant
0. Global Core Team;CLUSTER ARCHIVE;Participant
0. Global Core Team;Vertolaye;Participant
0. Global Core Team;Ambares;Participant
0. Global Core Team;Veres;Participant
0. Global Core Team;Shenzen_Transversal activities;Participant
0. Global Core Team;SHANTA_ANTIGENS;Participant
0. Global Core Team;Allston;Participant
0. Global Core Team;Marcy l'Etoile_ABisNord;Participant
0. Global Core Team;Swiftwater_Antigens_Site;Participant
0. Global Core Team;E) VACCINES;Participant
0. Global Core Team;SWIFTWATER_FFIP;Participant
0. Global Core Team;Val de Reuil_B52;Participant
0. Global Core Team;TORONTO_FFIP;Participant
0. Global Core Team;Marcy l'Etoile_Antigens_Site;Participant
0. Global Core Team;Follow-up on Fit4 Transversal Talent Review;Participant
0. Global Core Team;Shanta_Antigens_Site;Participant
0. Global Core Team;Frankfurt Fri2serv;Participant
0. Global Core Team;1a. Initiatives - Axe 3 - New Modules;Participant
0. Global Core Team;Cuatitlan_Transversal activities;Participant
0. Global Core Team;NEW PRODUCTS LAUNCHES MANUFACTURING;Participant
0. Global Core Team;Swiftwater_B46;Participant
0. Global Core Team;Toronto_B89;Participant
0. Global Core Team;SMALL MOLECULES - ORAL PLATFORM;Participant
0. Global Core Team;Compiegne;Participant
0. Global Core Team;Framingham;Participant
0. Global Core Team;Ocoyoacac_Drug Substance;Participant
0. Global Core Team;PILAR;Participant
0. Global Core Team;Luleburgaz;Participant
0. Global Core Team;Cairo;Participant
0. Global Core Team;CLEXANE MANUFACTURING;Participant
0. Global Core Team;Frankfurt Insulin;Participant
